event,sector,region,trkID,c_layer,z_layer,x0,y0,z0,r,phi,theta,eta,c_x0,c_y0,c_z0,z_x0,z_y0,z_z0
0,2,1,1,1,2,-0.7279302718,14.74664453,0.2617105246,14.7645998,1.620118727,1.553072642,0.01772461329,1.421085493e-15,14.7645998,0.2617105246,-0.8018821478,16.24478531,2.058000088
0,2,2,1,4,3,-1.143807007,19.23061486,0.6923999786,19.26460075,1.630204778,1.534870222,0.03593383537,1.421085493e-15,19.26460075,0.6923999786,-1.054744244,17.73321915,2.378000021
0,2,3,1,6,5,-1.826157061,22.18958308,0.9894999266,22.26460075,1.652909222,1.52638281,0.04442812563,0,22.26460075,0.9894999266,-1.703118563,20.69454575,1.482499957
0,3,1,2,1,2,14.59976135,-2.200088561,2.180399895,14.76460027,-0.1495680795,1.424178501,0.1471459689,12.78651905,-7.3822999,2.180399895,16.08301353,-2.423604965,2.058000088
0,3,2,2,4,3,19.07497837,-2.696302564,3.168571472,19.26460089,-0.1404225385,1.40777951,0.163743665,16.6836338,-9.632300377,3.168571472,17.58968735,-2.486352444,2.378000021
0,3,3,2,6,5,22.08263816,-2.840692081,3.870399952,22.26460059,-0.1279365505,1.398679822,0.1729726521,19.28170967,-11.13230038,3.870399952,20.59486771,-2.649306536,1.482499957
0,2,1,3,1,2,7.920673513,12.46019014,0.6505588293,14.7645998,1.004555,1.526762739,0.0440478249,2.842170985e-15,14.7645998,0.6505588293,8.725352287,13.72604847,2.058000088
0,2,2,3,4,3,10.2458864,16.31400178,1.225999951,19.26460075,1.01001214,1.507241994,0.06359715992,0,19.26460075,1.225999951,9.448084831,15.04370308,2.378000021
0,2,3,3,6,5,11.55500688,19.03140202,1.600634575,22.26460075,1.025132554,1.499028342,0.07182967293,1.421085493e-15,22.26460075,1.600634575,10.77648449,17.74915504,1.482499957
1,3,1,1,1,2,6.108247094,-13.44182795,-11.21186161,14.76460027,-1.144272094,2.220270197,-0.7006299489,12.78651905,-7.3822999,-11.21186161,6.728797913,-14.80741405,2.058000088
1,3,2,1,4,3,8.156043807,-17.45290225,-13.79283333,19.26460089,-1.13363499,2.19215872,-0.6656988047,16.6836338,-9.632300377,-13.79283333,7.52093029,-16.09383965,2.378000021
1,3,3,1,6,5,9.870691092,-19.9570012,-15.48213673,22.26460059,-1.111479721,2.178408188,-0.6488694493,19.28170967,-11.13230038,-15.48213673,9.205657005,-18.61240578,1.482499957
1,3,1,2,1,2,4.423652597,-14.08633093,-12.74775028,14.76460027,-1.266510298,2.283018307,-0.7814134234,12.78651905,-7.3822999,-12.74775028,4.873053074,-15.51736641,2.058000088
1,3,2,2,4,3,5.784928854,-18.37551212,-15.93950939,19.26460089,-1.265801732,2.262022071,-0.7539205151,16.6836338,-9.632300377,-15.93950939,5.334456921,-16.9446125,2.378000021
1,3,3,2,6,5,7.104586577,-21.10064665,-18.07790947,22.26460059,-1.246018888,2.252786019,-0.7419782881,19.28170967,-11.13230038,-18.07790947,6.625921726,-19.67901039,1.482499957
1,1,1,3,1,2,-14.76095797,0.3279344972,-2.235680342,14.76460027,3.119379965,1.721076364,-0.1508489084,-12.78651905,-7.3822999,-2.235680342,-16.26035309,0.3612455726,2.058000088
1,1,2,3,4,3,-19.26377058,-0.1788590098,-2.115653038,19.26460089,-3.132308185,1.680178749,-0.1096011951,-16.6836338,-9.632300377,-2.115653038,-17.76360703,-0.1649303883,2.378000021
1,1,3,3,6,5,-22.21330156,-1.510520888,-2.048914671,22.26460059,-3.07369644,1.662563524,-0.09189626734,-19.28170967,-11.13230038,-2.048914671,-20.71653366,-1.408739567,1.482499957
2,3,1,1,1,2,9.107429893,-11.62102156,-6.049867153,14.76460027,-0.9060718528,1.959683703,-0.3990772023,12.78651905,-7.3822999,-6.049867153,10.03264046,-12.80158424,2.058000088
2,3,2,1,4,3,12.09311148,-14.99604955,-7.644719124,19.26460089,-0.8921531046,1.94856461,-0.387087912,16.6836338,-9.632300377,-7.644719124,11.15143394,-13.82832336,2.378000021
2,3,3,1,6,5,14.47097728,-16.9204981,-8.691379547,22.26460059,-0.8632717658,1.942971464,-0.3810771141,19.28170967,-11.13230038,-8.691379547,13.49598694,-15.78046989,1.482499957
2,3,1,2,1,2,12.63806079,-7.633664959,8.867875099,14.76460027,-0.5433715023,1.029923016,0.5693542004,12.78651905,-7.3822999,8.867875099,13.92200279,-8.409193993,2.058000088
2,3,2,2,4,3,16.67181943,-9.652734561,11.73700047,19.26460089,-0.5248240093,1.023601499,0.5767423856,16.6836338,-9.632300377,11.73700047,15.37367249,-8.901126862,2.378000021
2,1,1,3,1,2,-12.62522475,-7.654875659,2.289299965,14.76460027,-2.59654198,1.41696798,0.1544386385,-12.78651905,-7.3822999,2.289299965,-13.90783978,-8.432545662,2.058000088
2,1,2,3,4,3,-16.44900973,-10.02770794,3.290708065,19.26460089,-2.594126859,1.401612894,0.169996347,-16.6836338,-9.632300377,3.290708065,-15.16818428,-9.246886253,2.378000021
2,1,3,3,6,5,-18.90243568,-11.76479344,3.949187517,22.26460059,-2.584868333,1.395246993,0.1764580109,-19.28170967,-11.13230038,3.949187517,-17.62887001,-10.97213173,1.482499957
3,3,3,-1,6,5,18.65733782,-12.14974012,-14.37956238,22.26460059,-0.5772214197,2.144247666,-0.6077403457,19.28170967,-11.13230038,-14.37956238,17.40031815,-11.33116341,1.482499719
3,3,1,1,1,2,3.527772931,-14.33695363,-11.36246586,14.76460027,-1.329527868,2.226708122,-0.7087335914,12.78651905,-7.3822999,-11.36246586,3.886140347,-15.79336739,2.058000088
3,3,2,1,4,3,5.081023578,-18.58246611,-13.25286579,19.26460089,-1.303889323,2.173381555,-0.642757628,16.6836338,-9.632300377,-13.25286579,4.685344696,-17.13537788,2.378000021
3,3,3,1,6,5,6.953957324,-21.15076635,-14.58290577,22.26460059,-1.253148998,2.150665648,-0.6153964264,19.28170967,-11.13230038,-14.58290577,6.485435486,-19.72573662,1.482499957
3,3,1,2,1,2,2.576089651,-14.53812861,-13.77900124,14.76460027,-1.395421284,2.321678607,-0.8333749778,12.78651905,-7.3822999,-13.77900124,2.837777615,-16.01496124,2.058000088
3,3,2,2,4,3,3.857310261,-18.87448026,-16.42188454,19.26460089,-1.369205818,2.276704275,-0.7730941883,16.6836338,-9.632300377,-16.42188454,3.556933641,-17.40468597,2.378000021
3,3,3,2,6,5,5.577855994,-21.554581,-18.22725868,22.26460059,-1.317573031,2.256815454,-0.7471772407,19.28170967,-11.13230038,-18.22725868,5.202047348,-20.10233879,1.482499957
4,2,2,1,4,3,2.071743278,19.15287764,-10.98999977,19.26460075,1.463046492,2.089224344,-0.5433443344,0,19.26460075,-10.98999977,1.910417318,17.66144943,2.378000021
4,2,3,1,6,5,2.196015023,22.15603676,-11.31334782,22.26460075,1.47200312,2.040928056,-0.48847312,0,22.26460075,-11.31334782,2.048058987,20.66327858,1.482499957
4,2,1,2,1,2,-8.37663163,12.15834897,1.659000039,14.7645998,2.174075269,1.458902299,0.112128252,1.421085493e-15,14.7645998,1.659000039,-9.227628708,13.39353752,2.058000088
4,2,2,2,4,3,-11.16185823,15.70152104,4.753545284,19.26460075,2.188785391,1.328878572,0.2443125516,0,19.26460075,4.753545284,-10.29270744,14.47887611,2.378000021
5,3,1,1,1,2,3.470605204,-14.35089965,-9.921433449,14.76460027,-1.333513363,2.162464521,-0.6295560101,12.78651905,-7.3822999,-9.921433449,3.823167801,-15.80874062,2.058000088
5,3,2,1,4,3,5.077821445,-18.58334138,-10.75306225,19.26460089,-1.304061639,2.079895983,-0.5326331095,16.6836338,-9.632300377,-10.75306225,4.682423115,-17.13629913,2.378000021
5,3,3,1,6,5,7.293587851,-21.03606465,-11.34424973,22.26460059,-1.237048088,2.042030557,-0.489710136,19.28170967,-11.13230038,-11.34424973,6.802166939,-19.61871529,1.482499957
5,3,1,2,1,2,14.69439042,-1.438162472,-8.921625137,14.76460027,-0.09756081527,2.114340695,-0.5724725163,12.78651905,-7.3822999,-8.921625137,16.18719673,-1.584265709,2.058000088
5,3,2,2,4,3,19.17871183,-1.81710204,-9.40106678,19.26460089,-0.09446379522,2.024795482,-0.4704502963,16.6836338,-9.632300377,-9.40106678,17.68533516,-1.6756109,2.378000021
5,3,3,2,6,5,22.19358661,-1.776837872,-9.716542244,22.26460059,-0.07989046919,1.982293324,-0.4236272737,19.28170967,-11.13230038,-9.716542244,20.69836998,-1.657129526,1.482499957
5,3,1,3,1,2,14.20648468,4.021096138,0.7419915199,14.76460027,0.2758315054,1.520583804,0.05023363578,12.78651905,-7.3822999,0.7419915199,15.64971638,4.429597855,2.058000088
5,3,2,3,4,3,18.40826537,5.679842742,3.295037031,19.26460089,0.2992808902,1.401394562,0.1702178455,16.6836338,-9.632300377,3.295037031,16.97485924,5.237567425,2.378000021
5,3,3,3,6,5,20.93192668,7.587284424,5.005875111,22.26460059,0.3477442283,1.349638356,0.2229831704,19.28170967,-11.13230038,5.005875111,19.52159119,7.076074123,1.482499957
6,1,1,1,1,2,-14.28475426,3.73352608,14.71830177,14.76460027,2.885947023,0.786968513,0.8791545183,-12.78651905,-7.3822999,14.71830177,-15.73584175,4.112788677,2.058000088
6,1,2,1,4,3,-18.69651635,4.643826426,19.37581825,19.26460089,2.898139997,0.7825199064,0.8854499319,-16.6836338,-9.632300377,19.37581825,-17.24070549,4.282233238,2.378000021
6,1,3,1,6,5,-21.69611418,4.999106818,22.66534233,22.26460059,2.915130298,0.7764791422,0.8940437432,-19.28170967,-11.13230038,22.66534233,-20.23439026,4.662303925,1.482499957
6,3,1,2,1,2,14.48349038,-2.867390386,-6.238500118,14.76460027,-0.1954491087,1.970573783,-0.4108726142,12.78651905,-7.3822999,-6.238500118,15.95487404,-3.158689737,2.058000088
6,3,2,2,4,3,18.89876245,-3.736525861,-7.927893639,19.26460089,-0.1951952947,1.961199674,-0.4007160127,16.6836338,-9.632300377,-7.927893639,17.42724609,-3.44558835,2.378000021
6,3,3,2,6,5,21.90978039,-3.959035589,-9.05602169,22.26460059,-0.1787681589,1.95710406,-0.396290868,19.28170967,-11.13230038,-9.05602169,20.43359566,-3.692293167,1.482499957
7,3,1,1,1,2,13.06492233,-6.877588652,5.835499763,14.76460027,-0.4845566682,1.194403686,0.3856083194,12.78651905,-7.3822999,5.835499763,14.39216805,-7.576272488,2.058000088
7,3,2,1,4,3,17.10577089,-8.861007268,7.092333317,19.26460089,-0.4779537418,1.218041396,0.3603069893,16.6836338,-9.632300377,7.092333317,15.77383995,-8.171050072,2.378000021
7,3,3,1,6,5,19.96569193,-9.853100278,7.88997364,22.26460059,-0.458435362,1.23023105,0.34734624,19.28170967,-11.13230038,7.88997364,18.62050819,-9.189249992,1.482499957
7,2,1,2,1,2,3.945397858,14.22769282,-5.310817242,14.7645998,1.300289257,1.916085743,-0.3523624574,1.421085493e-15,14.7645998,-5.310817242,4.346216679,15.67310524,2.058000088
7,2,2,2,4,3,5.050369239,18.59082066,-7.421478271,19.26460075,1.305538587,1.938513424,-0.3762955836,0,19.26460075,-7.421478271,4.657099247,17.14316177,2.378000021
7,2,3,2,6,5,5.4948293,21.57589622,-8.881381989,22.26460075,1.321423052,1.950355337,-0.389015168,0,22.26460075,-8.881381989,5.124631405,20.12228394,1.482499957
8,2,1,1,1,2,10.96423166,9.888328039,1.55156672,14.7645998,0.7338481174,1.466093671,0.1048944849,1.421085493e-15,14.7645998,1.55156672,12.07811546,10.8929081,2.058000088
8,2,2,1,4,3,14.26971397,12.94218318,2.138079882,19.26460075,0.7366518695,1.460263775,0.1107583131,-1.421085493e-15,19.26460075,2.138079882,13.15856647,11.93440723,2.378000021
8,2,3,1,6,5,16.27069815,15.19792185,2.551500082,22.26460075,0.7513210095,1.456695124,0.114349594,0,22.26460075,2.551500082,15.17448616,14.17398643,1.482499957
8,3,1,2,1,2,13.11519747,-6.781225299,1.548214316,14.76460027,-0.4771951345,1.466318256,0.1046686655,12.78651905,-7.3822999,1.548214316,14.44755745,-7.470123291,2.058000088
8,3,2,2,4,3,17.16381043,-8.748054586,2.169307709,19.26460089,-0.4713617574,1.45866279,0.1123692716,16.6836338,-9.632300377,2.169307709,15.82734203,-8.066883087,2.378000021
8,3,3,2,6,5,19.99380625,-9.795925232,2.589999914,22.26460059,-0.4555737141,1.454988679,0.1160673767,19.28170967,-11.13230038,2.589999914,18.64672852,-9.1359272,1.482499957
8,2,1,3,1,2,-10.61207227,10.26534604,-2.408735275,14.7645998,2.372800679,1.73251424,-0.1624274506,1.421085493e-15,14.7645998,-2.408735275,-11.6901598,11.30820942,2.058000088
8,2,2,3,4,3,-13.8837251,13.35541162,-3.004146338,19.26460075,2.375587441,1.725491684,-0.1553160676,1.421085493e-15,19.26460075,-3.004146338,-12.80265808,12.31548214,2.378000021
8,2,3,3,6,5,-16.2517049,15.21823033,-3.402499676,22.26460075,2.389022752,1.7224441,-0.1522323789,0,22.26460075,-3.402499676,-15.15673256,14.19288921,1.482499957
9,1,1,1,1,2,-14.47959218,2.88701085,2.429913521,14.76460027,2.944788685,1.407681531,0.1638429613,-12.78651905,-7.3822999,2.429913521,-15.95048237,3.180284023,2.058000088
9,1,2,1,4,3,-18.91349475,3.661224347,4.774666786,19.26460089,2.950380269,1.327845371,0.2453768768,-16.6836338,-9.632300377,4.774666786,-17.44079971,3.376143932,2.378000021
9,1,3,1,6,5,-21.91093805,3.952623614,6.278928757,22.26460059,2.96311714,1.295921033,0.2784035793,-19.28170967,-11.13230038,6.278928757,-20.43471336,3.686320066,1.482499957
9,2,1,2,1,2,9.776468535,11.06408922,5.289000034,14.7645998,0.847104094,1.226815912,0.3509716762,1.421085493e-15,14.7645998,5.289000034,10.76950264,12.18791199,2.058000088
9,2,2,2,4,3,12.47341303,14.68124006,8.383799553,19.26460075,0.866525372,1.160324758,0.4225086993,1.421085493e-15,19.26460075,8.383799553,11.50214291,13.53805256,2.378000021
9,2,3,2,6,5,13.9867297,17.32292813,10.53719425,22.26460075,0.8915525464,1.128759483,0.4571780038,-2.842170985e-15,22.26460075,10.53719425,13.04436779,16.15578842,1.482499957
9,2,1,3,1,2,3.821339435,14.26151367,1.66482091,14.7645998,1.308998354,1.458512986,0.112520023,2.842170985e-15,14.7645998,1.66482091,4.20952034,15.71023273,2.058000088
9,2,2,3,4,3,4.36650362,18.76322169,3.732238054,19.26460075,1.342149845,1.379431467,0.1925436475,1.421085493e-15,19.26460075,3.732238054,4.026484013,17.30212975,2.378000021
9,2,3,3,6,5,3.783177049,21.94082993,5.137050152,22.26460075,1.400048929,1.344037335,0.2287276629,-1.421085493e-15,22.26460075,5.137050152,3.52827692,20.46251678,1.482499957
10,3,1,1,1,2,10.53463966,-10.34479524,1.778835654,14.76460027,-0.776306002,1.450894468,0.12019019,12.78651905,-7.3822999,1.778835654,11.60482979,-11.3956995,2.058000088
10,3,2,1,4,3,13.8560972,-13.38407329,3.83001256,19.26460089,-0.7680716685,1.374544397,0.1975239646,16.6836338,-9.632300377,3.83001256,12.77715206,-12.34188366,2.378000021
10,3,3,1,6,5,16.29601521,-15.17077216,5.193699837,22.26460059,-0.7496536887,1.341622905,0.2312062192,19.28170967,-11.13230038,5.193699837,15.19812775,-14.14869404,1.482499957
10,2,1,2,1,2,3.674916315,14.29994396,-1.457299948,14.7645998,1.319251461,1.669179963,-0.09854273578,1.421085493e-15,14.7645998,-1.457299948,4.048238754,15.75262737,2.058000088
10,2,2,2,4,3,4.672868354,18.68927884,-0.4292221963,19.26460075,1.325790035,1.593072999,-0.02227851476,0,19.26460075,-0.4292221963,4.309014797,17.23403549,2.378000021
10,2,3,2,6,5,5.223521123,21.64318077,0.2617631555,22.26460075,1.333977907,1.559039947,0.01175665031,-1.421085493e-15,22.26460075,0.2617631555,4.871583939,20.18496132,1.482499957
10,3,1,3,1,2,11.53633372,-9.214468267,8.74450016,14.76460027,-0.6739688468,1.036086539,0.5621776311,12.78651905,-7.3822999,8.74450016,12.70832062,-10.15057468,2.058000088
10,3,2,3,4,3,15.11732409,-11.94116242,12.87351704,19.26460089,-0.6685515084,0.9817002545,0.6264597826,16.6836338,-9.632300377,12.87351704,13.94016075,-11.01132202,2.378000021
10,3,3,3,6,5,17.61555143,-13.61634266,15.61588001,22.26460059,-0.6580423391,0.9591467616,0.6537943293,19.28170967,-11.13230038,15.61588001,16.42872047,-12.69895458,1.482499957
11,3,1,1,1,2,14.74332283,0.7923718898,-2.960999966,14.76460027,0.05369280081,1.768718032,-0.1992267038,12.78651905,-7.3822999,-2.960999966,16.24093628,0.8728603125,2.058000088
11,3,2,1,4,3,19.20427995,1.523311874,-1.72437036,19.26460089,0.07915574262,1.660068208,-0.08939069243,16.6836338,-9.632300377,-1.72437036,17.70890427,1.404696465,2.378000021
11,3,3,1,6,5,22.07786778,2.877532626,-0.8988333941,22.26460059,0.129605034,1.611144932,-0.04035955729,19.28170967,-11.13230038,-0.8988333941,20.5903511,2.683656216,1.482499957
11,1,1,2,1,2,-3.995174596,-14.21379616,-0.8499166369,14.76460027,-1.844803675,1.628297356,-0.05753274245,-12.78651905,-7.3822999,-0.8499166369,-4.401048183,-15.65778923,2.058000088
11,1,2,2,4,3,-5.061047013,-18.58791679,0.9691303968,19.26460089,-1.836628466,1.52053242,0.05028508509,-16.6836338,-9.632300377,0.9691303968,-4.666944981,-17.14048195,2.378000021
11,1,3,2,6,5,-5.393850625,-21.60136141,2.171312571,22.26460059,-1.815492211,1.473580661,0.09736915811,-19.28170967,-11.13230038,2.171312571,-5.030448914,-20.14600563,1.482499957
11,3,1,3,1,2,8.9933971,-11.70949315,-4.49285984,14.76460027,-0.9158471951,1.866192894,-0.2997887348,12.78651905,-7.3822999,-4.49285984,9.90700531,-12.8990202,2.058000088
11,3,2,3,4,3,11.84788422,-15.19053939,-3.799739122,19.26460089,-0.9084001779,1.7655361,-0.1959824445,16.6836338,-9.632300377,-3.799739122,10.92534542,-14.00772381,2.378000021
11,3,3,3,6,5,13.92708954,-17.37091294,-3.337307692,22.26460059,-0.8949906203,1.719581624,-0.1493372994,19.28170967,-11.13230038,-3.337307692,12.98879051,-16.20059586,1.482499957
12,2,1,1,1,2,-8.666890249,11.95317617,-0.7918846011,14.7645998,2.198150444,1.624378991,-0.053608323,2.842170985e-15,14.7645998,-0.7918846011,-9.547375679,13.16752148,2.058000088
12,2,2,1,4,3,-11.49767107,15.45730902,-0.1099999994,19.26460075,2.210339463,1.57650622,-0.005709923766,-1.421085493e-15,19.26460075,-0.1099999994,-10.60241795,14.25374317,2.378000021
12,2,3,1,6,5,-13.67653485,17.56885998,0.4677432477,22.26460075,2.232260183,1.549791034,0.02100683741,-2.842170985e-15,22.26460075,0.4677432477,-12.75512028,16.38521194,1.482499957
12,3,1,2,1,2,7.228027113,-12.87435611,-4.615125179,14.76460027,-1.059221394,1.873754473,-0.3077018403,12.78651905,-7.3822999,-4.615125179,7.962353706,-14.18231773,2.058000088
12,3,2,2,4,3,9.561803717,-16.72413696,-5.126545429,19.26460089,-1.051417924,1.830880997,-0.2630674479,16.6836338,-9.632300377,-5.126545429,8.817271233,-15.42190742,2.378000021
12,3,3,2,6,5,11.23803581,-19.22027551,-5.470534325,22.26460059,-1.041705094,1.81172902,-0.2432980679,19.28170967,-11.13230038,-5.470534325,10.48089027,-17.92533875,1.482499957
12,3,1,3,1,2,10.20120287,-10.67374729,-10.74688435,14.76460027,-0.8080312107,2.199990887,-0.675358655,12.78651905,-7.3822999,-10.74688435,11.23753357,-11.75808334,2.058000088
12,3,2,3,4,3,13.42091725,-13.82041344,-13.14225006,19.26460089,-0.8000621883,2.169473674,-0.6380206761,16.6836338,-9.632300377,-13.14225006,12.37588787,-12.744277,2.378000021
12,3,3,3,6,5,15.83177429,-15.65462751,-14.66192818,22.26460059,-0.7797720869,2.15314533,-0.6183630717,19.28170967,-11.13230038,-14.66192818,14.76512337,-14.59991169,1.482499957
13,1,2,-1,4,3,-19.05823632,-2.812197987,14.39592934,19.26460041,-2.99509168,0.929042331,0.6909647178,-16.6836338,-9.632299423,14.39592934,-17.57422638,-2.593220234,2.377999783
13,1,1,2,1,2,-14.28732729,-3.723667581,9.73768425,14.76460027,-2.886637102,0.987751373,0.6191965643,-12.78651905,-7.3822999,9.73768425,-15.73872185,-4.101940632,2.058000088
13,1,2,2,4,3,-18.5825513,-5.080712016,13.74688911,19.26460089,-2.874702416,0.9510123951,0.6637585783,-16.6836338,-9.632300377,13.74688911,-17.13557243,-4.685089111,2.378000021
13,1,3,2,6,5,-21.3109982,-6.446223345,16.44223976,22.26460059,-2.847859064,0.9347008118,0.6839157171,-19.28170967,-11.13230038,16.44223976,-19.87522316,-6.01192522,1.482499957
14,3,1,1,1,2,13.05785056,-6.891005739,-0.4547238946,14.76460027,-0.4855839011,1.601584848,-0.03079338621,12.78651905,-7.3822999,-0.4547238946,14.38431358,-7.591018677,2.058000088
14,3,2,1,4,3,17.38978331,-8.289769835,-0.176241383,19.26460089,-0.4448372873,1.579944529,-0.009148329916,16.6836338,-9.632300377,-0.176241383,16.03558922,-7.644220829,2.378000021
14,3,3,1,6,5,20.73236329,-8.116745154,0.0476016961,22.26460059,-0.3731584251,1.568658331,0.002137997475,19.28170967,-11.13230038,0.0476016961,19.33550835,-7.569874763,1.482499957
14,2,1,2,1,2,2.85201537,14.48652531,7.445428371,14.7645998,1.376408655,1.10373404,0.4850328215,2.842170985e-15,14.7645998,7.445428371,3.141762972,15.95826912,2.058000088
14,2,2,2,4,3,3.575494588,18.92988855,10.11269951,19.26460075,1.384114699,1.087398804,0.5034041011,1.421085493e-15,19.26460075,10.11269951,3.297091007,17.45592499,2.378000021
14,2,3,2,6,5,3.941335864,21.91297146,11.92350006,22.26460075,1.392835956,1.079125522,0.5127684553,-2.842170985e-15,22.26460075,11.92350006,3.675793409,20.43661308,1.482499957
14,1,1,3,1,2,-14.43949395,3.081304242,-11.77146912,14.76460027,2.931351852,2.243874402,-0.730540162,-12.78651905,-7.3822999,-11.77146912,-15.90639496,3.394332409,2.058000088
14,1,2,3,4,3,-18.87397668,3.859773538,-14.89008331,19.26460089,2.939871635,2.228808453,-0.711386024,-16.6836338,-9.632300377,-14.89008331,-17.40436363,3.559234142,2.378000021
14,1,3,3,6,5,-21.86311499,4.209114219,-17.03949928,22.26460059,2.951398433,2.224029084,-0.7053565448,-19.28170967,-11.13230038,-17.03949928,-20.39011383,3.925530195,1.482499957
15,3,1,-1,1,2,13.49893673,5.980981142,-6.266059875,14.76460051,0.417076461,1.97215656,-0.4125914559,12.78651905,-7.382300377,-6.266059875,14.8702898,6.588587284,2.058000088
15,3,1,1,1,2,5.66170417,-13.63592781,-11.54830074,14.76460027,-1.177251374,2.234565046,-0.7186779871,12.78651905,-7.3822999,-11.54830074,6.236890316,-15.02123451,2.058000088
15,3,2,1,4,3,7.397388134,-17.78773443,-13.92681694,19.26460089,-1.176684071,2.196741557,-0.6713444399,16.6836338,-9.632300377,-13.92681694,6.821393013,-16.40269852,2.378000021
15,3,3,1,6,5,8.833893271,-20.43709297,-15.42383289,22.26460059,-1.162802582,2.176640864,-0.6467181587,19.28170967,-11.13230038,-15.42383289,8.238713264,-19.06015205,1.482499957
16,3,1,1,1,2,8.07829086,-12.3585856,-6.37650013,14.76460027,-0.9918537314,1.978477911,-0.4194678045,12.78651905,-7.3822999,-6.37650013,8.89898777,-13.61413002,2.058000088
16,3,2,1,4,3,10.63587499,-16.06247212,-6.366894722,19.26460089,-0.9859224476,1.889992103,-0.3247583204,16.6836338,-9.632300377,-6.366894722,9.807701111,-14.81175041,2.378000021
16,3,3,1,6,5,12.39660076,-18.49423503,-6.36950016,22.26460059,-0.9802857254,1.849435861,-0.2823167317,19.28170967,-11.13230038,-6.36950016,11.56141186,-17.2482338,1.482499957
16,1,1,2,1,2,-1.743971762,-14.66124087,5.171143055,14.76460027,-1.689191184,1.233908351,0.3434473986,-12.78651905,-7.3822999,5.171143055,-1.921147346,-16.1507225,2.058000088
16,1,2,2,4,3,-2.073591273,-19.15267779,8.671145439,19.26460089,-1.678642648,1.14785283,0.4361478922,-16.6836338,-9.632300377,8.671145439,-1.912127733,-17.66132355,2.378000021
16,1,3,2,6,5,-2.110327044,-22.16436237,10.95482922,22.26460059,-1.665722788,1.113545825,0.4740710066,-19.28170967,-11.13230038,10.95482922,-1.968144774,-20.67104912,1.482499957
16,2,1,3,1,2,4.849302815,13.94552507,-0.6310755014,14.7645998,1.236143585,1.613512799,-0.04272946872,1.421085493e-15,14.7645998,-0.6310755014,5.341958523,15.3622942,2.058000088
16,2,2,3,4,3,6.279133364,18.21255958,1.09214282,19.26460075,1.238788857,1.514165252,0.05666136889,1.421085493e-15,19.26460075,1.09214282,5.790206909,16.79443359,2.378000021
16,2,3,3,6,5,6.811829991,21.19696721,2.30843544,22.26460075,1.259861369,1.467483603,0.1034970007,-2.842170985e-15,22.26460075,2.30843544,6.35289526,19.76885986,1.482499957
17,2,1,1,1,2,11.67126286,9.042954743,-0.3688499928,14.7645998,0.6591883324,1.595773183,-0.02497945368,1.421085493e-15,14.7645998,-0.3688499928,12.85697651,9.961651802,2.058000088
17,2,2,1,4,3,15.22826169,11.79935965,-0.1089032292,19.26460075,0.659205724,1.576449289,-0.005652992793,-2.842170985e-15,19.26460075,-0.1089032292,14.04249382,10.88058758,2.378000021
17,2,3,1,6,5,17.48902038,13.77848369,0.06549999863,22.26460075,0.6672798695,1.567854446,0.002941885411,0,22.26460075,0.06549999863,16.31075859,12.85020638,1.482499957
17,2,1,2,1,2,3.057383658,14.44457727,-2.364579916,14.7645998,1.362211834,1.729599773,-0.1594751509,2.842170985e-15,14.7645998,-2.364579916,3.367958784,15.91188622,2.058000088
17,2,2,2,4,3,3.363488358,18.9687055,-2.762000084,19.26460075,1.395302662,1.713197689,-0.1428850887,0,19.26460075,-2.762000084,3.101567268,17.49157715,2.378000021
17,2,3,2,6,5,2.618387074,22.11009941,-3.015952826,22.26460075,1.452920395,1.705436353,-0.1350486705,-1.421085493e-15,22.26460075,-3.015952826,2.441970587,20.62040901,1.482499957
17,3,1,3,1,2,13.44140003,-6.109188687,-0.139500007,14.76460027,-0.4265942837,1.580244321,-0.00944813466,12.78651905,-7.3822999,-0.139500007,14.80686474,-6.729799747,2.058000088
17,3,2,3,4,3,17.58471043,-7.867833659,0.1959999949,19.26460089,-0.4207102356,1.560622577,0.01017392547,16.6836338,-9.632300377,0.1959999949,16.21541595,-7.255177498,2.378000021
17,3,3,3,6,5,20.39970207,-8.919898828,0.4268499911,22.26460059,-0.412205899,1.551626986,0.01917051443,19.28170967,-11.13230038,0.4268499911,19.02532768,-8.318944931,1.482499957
18,3,1,1,1,2,11.21833561,-9.599081593,12.56021786,14.76460027,-0.7077708501,0.8658971012,0.7717692752,12.78651905,-7.3822999,12.56021786,12.35802174,-10.57426548,2.058000088
18,3,2,1,4,3,14.82674628,-12.30009928,16.16399956,19.26460089,-0.6925241795,0.8726926493,0.7628730706,16.6836338,-9.632300377,16.16399956,13.67224312,-11.34233665,2.378000021
18,3,3,1,6,5,17.45476211,-13.82185658,18.63973618,22.26460059,-0.6697623122,0.8737853682,0.7614473143,19.28170967,-11.13230038,18.63973618,16.2787075,-12.89057732,1.482499957
18,1,1,2,1,2,-4.199749018,-14.15469991,7.659999847,14.76460027,-1.859226073,1.0922154,0.4979710515,-12.78651905,-7.3822999,7.659999847,-4.626409531,-15.59270287,2.058000088
18,1,2,2,4,3,-5.419648795,-18.48654252,9.801750183,19.26460089,-1.855972813,1.100136774,0.489065256,-16.6836338,-9.632300377,9.801750183,-4.997652531,-17.04710388,2.378000021
18,1,3,2,6,5,-5.681583624,-21.52747191,11.11618137,22.26460059,-1.828834966,1.107728062,0.4805641921,-19.28170967,-11.13230038,11.11618137,-5.29799366,-20.07405281,1.482499957
