event,sector,region,trkID,c_layer,z_layer,x0,y0,z0,r,phi,theta,eta,c_x0,c_y0,c_z0,z_x0,z_y0,z_z0
9547,3,3,2,6,5,17.10672275,-14.25035004,16.93782234,22.26460059,-0.6945570516,0.9204498627,0.7017259825,19.28170967,-11.13230038,16.93782234,15.95417213,-13.29024506,1.482499957
9548,2,2,-1,4,3,11.98351966,15.08376938,1.55076921,19.26460075,0.8994398008,1.490471147,0.08041169742,7.010770986e-08,19.26460075,1.55076921,11.05043316,13.90928459,2.377999783
9548,2,1,1,1,2,-1.029413204,14.72866986,0.792750001,14.7645998,1.640574652,1.517155218,0.05366685194,1.421085493e-15,14.7645998,0.792750001,-1.133992434,16.22497177,2.058000088
9548,2,2,1,4,3,-1.413962434,19.21264043,1.927481413,19.26460075,1.64425931,1.471075183,0.09988683193,0,19.26460075,1.927481413,-1.303861856,17.71661568,2.378000021
9548,2,3,1,6,5,-2.045548891,22.17043474,2.671230793,22.26460075,1.662800563,1.451390482,0.1196906034,0,22.26460075,2.671230793,-1.90773046,20.67670631,1.482499957
9548,1,1,2,1,2,-14.68113467,1.567707235,-0.9126428366,14.76460027,3.035211984,1.632530686,-0.06177360987,-12.78651905,-7.3822999,-0.9126428366,-16.17263412,1.726975203,2.058000088
9548,1,2,2,4,3,-19.20291422,1.54043268,0.6156874895,19.26460089,3.061545369,1.538847677,0.03195408664,-16.6836338,-9.632300377,0.6156874895,-17.7076664,1.420485854,2.378000021
9548,1,3,2,6,5,-22.25027258,0.7986297549,1.66049993,22.26460059,3.105715023,1.496353874,0.07451130418,-19.28170967,-11.13230038,1.66049993,-20.75123215,0.7448246479,1.482499957
9549,2,1,1,1,2,5.3754963,13.75127073,-10.11769581,14.7645998,1.198151451,2.171565913,-0.6405552139,1.421085493e-15,14.7645998,-10.11769581,5.921607018,15.14829826,2.058000088
9549,2,2,1,4,3,6.980704624,17.95535032,-10.66020012,19.26460075,1.199998488,2.076213173,-0.5284197478,-1.421085493e-15,19.26460075,-10.66020012,6.437123775,16.55718422,2.378000021
9549,2,3,1,6,5,7.898034235,20.81666404,-11.04816628,22.26460075,1.208165655,2.031416306,-0.4778293865,-2.842170985e-15,22.26460075,-11.04816628,7.365916252,19.41417313,1.482499957
9549,2,1,2,1,2,9.248312609,11.50921896,-8.949435234,14.7645998,0.8938902874,2.115719332,-0.574083969,2.842170985e-15,14.7645998,-8.949435234,10.18783379,12.67842197,2.058000088
9549,2,2,2,4,3,11.96289304,15.10013352,-9.154000282,19.26460075,0.90080653,2.01438505,-0.4588955402,0,19.26460075,-9.154000282,11.03140736,13.9243679,2.378000021
9549,2,3,2,6,5,13.68924559,17.55895788,-9.306500435,22.26460075,0.9086087858,1.966719077,-0.4066913308,0,22.26460075,-9.306500435,12.76692677,16.37591553,1.482499957
9549,2,1,3,1,2,-9.809815671,11.03453324,0.5057553053,14.7645998,2.297506586,1.536555126,0.03424789411,0,14.7645998,0.5057553053,-10.80639267,12.15552902,2.058000088
9549,2,2,3,4,3,-12.96765494,14.24657037,3.213757277,19.26460075,2.309234668,1.405496617,0.1660576683,0,19.26460075,3.213757277,-11.95783234,13.13715553,2.378000021
9549,2,3,3,6,5,-15.37436696,16.10407673,5.013143063,22.26460075,2.333017388,1.349327652,0.2233016424,1.421085493e-15,22.26460075,5.013143063,-14.33850384,15.01904869,1.482499957
9550,3,1,1,1,2,13.87716869,5.041588075,3.680249691,14.76460027,0.348474699,1.326512634,0.2467501647,12.78651905,-7.3822999,3.680249691,15.28694344,5.553760529,2.058000088
9550,3,2,1,4,3,18.08659295,6.633249792,5.111720085,19.26460089,0.3515178511,1.311430465,0.2623236946,16.6836338,-9.632300377,5.111720085,16.67827225,6.11674881,2.378000021
9550,3,3,1,6,5,20.8117662,7.910930861,6.045100212,22.26460059,0.3632502811,1.305676017,0.2682818565,19.28170967,-11.13230038,6.045100212,19.4096241,7.377951145,1.482499957
9550,1,1,2,1,2,-14.46539937,2.957303192,0.5477608442,14.76460027,2.939931734,1.533713728,0.03709110015,-12.78651905,-7.3822999,0.5477608442,-15.93492699,3.257733107,2.058000088
9550,1,2,2,4,3,-18.91013253,3.678550678,1.014833331,19.26460089,2.949464105,1.518166316,0.05265432462,-16.6836338,-9.632300377,1.014833331,-17.43767929,3.392117262,2.378000021
9550,1,3,2,6,5,-21.89076468,4.062863673,1.324000001,22.26460059,2.958083554,1.51139968,0.05943160293,-19.28170967,-11.13230038,1.324000001,-20.41590691,3.789134264,1.482499957
9550,3,1,3,1,2,14.34630752,-3.489538899,1.765699983,14.76460027,-0.238602513,1.451771504,0.1193068576,12.78651905,-7.3822999,1.765699983,15.80376244,-3.844044447,2.058000088
9550,3,2,3,4,3,18.74224933,-4.455663526,2.624315739,19.26460089,-0.2334009726,1.435404951,0.1358069208,16.6836338,-9.632300377,2.624315739,17.28286552,-4.108718872,2.378000021
9550,3,3,3,6,5,21.73064022,-4.846825253,3.177400112,22.26460059,-0.2194491245,1.429042641,0.1422308208,19.28170967,-11.13230038,3.177400112,20.26652527,-4.520267487,1.482499957
9551,3,1,1,1,2,2.811438155,-14.49445538,-14.2507782,14.76460027,-1.379208925,2.338487729,-0.8565502811,12.78651905,-7.3822999,-14.2507782,3.097047806,-15.96692467,2.058000088
9551,3,2,1,4,3,3.911733171,-18.86327625,-17.0890007,19.26460089,-1.366321552,2.296420262,-0.7992233016,16.6836338,-9.632300377,-17.0890007,3.607144117,-17.39447784,2.378000021
9551,3,3,1,6,5,5.05426301,-21.6833315,-18.97550011,22.26460059,-1.341791008,2.276608041,-0.7729677407,19.28170967,-11.13230038,-18.97550011,4.713745117,-20.22247314,1.482499957
9551,1,1,2,1,2,-14.26095481,-3.82342635,0.3649285734,14.76460027,-2.879648355,1.546084903,0.0247139388,-12.78651905,-7.3822999,0.3649285734,-15.70951366,-4.211791515,2.058000088
9551,1,2,2,4,3,-18.52246926,-5.295562308,1.949428558,19.26460089,-2.863121886,1.469947356,0.1010203546,-16.6836338,-9.632300377,1.949428558,-17.08020782,-4.883220673,2.378000021
9551,1,3,2,6,5,-21.36827785,-6.253730191,2.963312387,22.26460059,-2.856879454,1.438478735,0.1327053919,-19.28170967,-11.13230038,2.963312387,-19.92866325,-5.832406521,1.482499957
9551,2,1,3,1,2,-9.905449342,10.94876617,12.92712593,14.7645998,2.306207106,0.8516556523,0.7905815964,2.842170985e-15,14.7645998,12.92712593,-10.91176987,12.06107998,2.058000088
9551,2,2,3,4,3,-13.10105409,14.12399461,18.39578056,19.26460075,2.318638651,0.8084639443,0.8491213508,0,19.26460075,18.39578056,-12.08094692,13.02423668,2.378000021
9551,2,3,3,6,5,-15.46724728,16.0148902,22.15719986,22.26460075,2.338800891,0.7878159106,0.8779584995,-1.421085493e-15,22.26460075,22.15719986,-14.4251833,14.93593025,1.482499957
9552,3,1,1,1,2,14.2792311,3.754594587,-9.844499588,14.76460027,0.25712081,2.158866108,-0.6252258566,12.78651905,-7.3822999,-9.844499588,15.72990227,4.136035442,2.058000088
9552,3,2,1,4,3,18.60443589,4.999981264,-10.47319984,19.26460089,0.2625483628,2.068751212,-0.5199090066,16.6836338,-9.632300377,-10.47319984,17.15579605,4.610656261,2.378000021
9552,3,3,1,6,5,21.45553895,5.947460627,-10.86987495,22.26460059,0.2704097415,2.024970222,-0.470644741,19.28170967,-11.13230038,-10.86987495,20.01001358,5.54676199,1.482499957
9552,3,1,2,1,2,11.13527605,-9.695310642,-6.623999596,14.76460027,-0.7163805062,1.992519226,-0.4348097166,12.78651905,-7.3822999,-6.623999596,12.26649952,-10.68024921,2.058000088
9552,3,2,2,4,3,14.56859785,-12.6047929,-6.234250069,19.26460089,-0.7132541773,1.883772036,-0.3182140336,16.6836338,-9.632300377,-6.234250069,13.43418407,-11.62329483,2.378000021
9552,3,3,2,6,5,16.96770242,-14.41559968,-5.974391937,22.26460059,-0.7042563108,1.832956495,-0.2652157735,19.28170967,-11.13230038,-5.974391937,15.82452106,-13.44436359,1.482499957
9552,3,1,3,1,2,14.3356076,-3.533238746,-10.27324963,14.76460027,-0.2416497163,2.178699794,-0.6492246634,12.78651905,-7.3822999,-10.27324963,15.79194832,-3.892177105,2.058000088
9552,3,2,3,4,3,18.73620628,-4.481006794,-11.0211668,19.26460089,-0.2347533904,2.090444093,-0.5447490955,16.6836338,-9.632300377,-11.0211668,17.27728462,-4.132086754,2.378000021
9552,3,3,3,6,5,21.71831019,-4.901779469,-11.52914715,22.26460059,-0.2219787224,2.04860134,-0.4970971055,19.28170967,-11.13230038,-11.52914715,20.25507355,-4.571529865,1.482499957
9553,1,1,1,1,2,-3.421502289,-14.3626858,15.28154278,14.76460027,-1.804659107,0.7681949069,0.9059155933,-12.78651905,-7.3822999,15.28154278,-3.769103527,-15.82183647,2.058000088
9553,1,2,1,4,3,-4.313815788,-18.77540521,19.46391106,19.26460089,-1.796635683,0.7802518669,0.8886703735,-16.6836338,-9.632300377,19.46391106,-3.977918148,-17.31344795,2.378000021
9553,1,3,1,6,5,-4.757930059,-21.7502768,22.20173454,22.26460059,-1.786156528,0.7868119522,0.8793755991,-19.28170967,-11.13230038,22.20173454,-4.437366009,-20.2848587,1.482499957
9553,3,1,2,1,2,13.9914082,-4.715285548,-5.353499889,14.76460027,-0.3250585325,1.918643067,-0.3550814427,12.78651905,-7.3822999,-5.353499889,15.41279316,-5.194310665,2.058000088
9553,3,2,2,4,3,18.30947587,-5.990654443,-7.597390652,19.26460089,-0.3162102691,1.946440302,-0.3848034187,16.6836338,-9.632300377,-7.597390652,16.88380623,-5.52419138,2.378000021
9553,3,3,2,6,5,21.21405092,-6.758437927,-9.079460144,22.26460059,-0.3084171221,1.958007011,-0.3972658328,19.28170967,-11.13230038,-9.079460144,19.78481865,-6.303108692,1.482499957
9553,3,1,3,1,2,9.369641741,-11.41066321,13.80125141,14.76460027,-0.8833031736,0.8191091803,0.8344763084,12.78651905,-7.3822999,13.80125141,10.32151413,-12.56988525,2.058000088
9553,3,2,3,4,3,12.42159569,-14.72510808,17.47156525,19.26460089,-0.8700496023,0.8341679191,0.8140060503,16.6836338,-9.632300377,17.47156525,11.45432091,-13.57845783,2.378000021
9553,3,3,3,6,5,14.74158905,-16.68526272,19.93323135,22.26460059,-0.8471670321,0.8405906075,0.8053604823,19.28170967,-11.13230038,19.93323135,13.74837971,-15.56109905,1.482499957
9554,3,1,1,1,2,14.25850158,-3.83256494,7.303399563,14.76460027,-0.2625851656,1.111432971,0.4764269928,12.78651905,-7.3822999,7.303399563,15.70706367,-4.221926212,2.058000088
9554,3,2,1,4,3,18.63473269,-4.885855619,9.989510536,19.26460089,-0.2564190482,1.09242515,0.4977347666,16.6836338,-9.632300377,9.989510536,17.18369675,-4.505407333,2.378000021
9554,3,3,1,6,5,21.64820359,-5.202664765,11.81455135,22.26460059,-0.2358548882,1.082935999,0.5084503522,19.28170967,-11.13230038,11.81455135,20.18964577,-4.852132797,1.482499957
9554,1,1,3,1,2,-13.32841504,-6.35191103,7.096543312,14.76460027,-2.696864835,1.122751603,0.4638342628,-12.78651905,-7.3822999,7.096543312,-14.68245125,-6.997202873,2.058000088
9554,1,2,3,4,3,-17.33351861,-8.406781787,9.640968323,19.26460089,-2.690015713,1.106788832,0.4816142257,-16.6836338,-9.632300377,9.640968323,-15.98376751,-7.752150536,2.378000021
9554,1,3,3,6,5,-19.87329194,-10.03816253,11.39468956,22.26460059,-2.673866848,1.097765195,0.4917277659,-19.28170967,-11.13230038,11.39468956,-18.53434563,-9.361849785,1.482499957
9555,3,3,-1,6,5,22.26266951,-0.2932331975,11.81808662,22.26460059,-0.01317075841,1.08281211,0.5085906078,19.28170967,-11.13230038,11.81808662,20.76279831,-0.2734776139,1.482499719
9555,3,1,1,1,2,14.2592367,-3.82982898,-1.35087502,14.76460027,-0.2623932878,1.662036478,-0.09136700772,12.78651905,-7.3822999,-1.35087502,15.70780182,-4.218893051,2.058000088
9555,3,2,1,4,3,18.63651552,-4.879050815,0.8055122495,19.26460089,-0.2560538979,1.529007592,0.04180090318,16.6836338,-9.632300377,0.8055122495,17.1853981,-4.499147415,2.378000021
9555,3,3,1,6,5,21.58657205,-5.452737555,2.280758142,22.26460059,-0.2474228909,1.468713645,0.1022604435,19.28170967,-11.13230038,2.280758142,20.13220024,-5.085365295,1.482499957
9555,2,1,2,1,2,2.293711247,14.58534525,-8.587499619,14.7645998,1.414812479,2.097597203,-0.55300704,1.421085493e-15,14.7645998,-8.587499619,2.5267272,16.06705666,2.058000088
9555,2,2,2,4,3,2.877821058,19.04843795,-8.609999657,19.26460075,1.420851182,1.991097407,-0.4332518586,-1.421085493e-15,19.26460075,-8.609999657,2.653743267,17.56525612,2.378000021
9555,2,3,2,6,5,3.110641358,22.04623226,-8.626999855,22.26460075,1.430625342,1.940459804,-0.3783821835,0,22.26460075,-8.626999855,2.901062965,20.56087494,1.482499957
9555,3,1,3,1,2,14.70990261,-1.269719083,4.7889781,14.76460027,-0.08610387964,1.25714754,0.3189215549,12.78651905,-7.3822999,4.7889781,16.2043457,-1.398715377,2.058000088
9555,3,2,3,4,3,19.22671141,-1.207648851,8.950642586,19.26460089,-0.06272858767,1.135854398,0.4493417072,16.6836338,-9.632300377,8.950642586,17.7295742,-1.113612175,2.378000021
9556,3,1,1,1,2,3.812561337,-14.26386334,6.963639736,14.76460027,-1.309613822,1.130089489,0.4557070289,12.78651905,-7.3822999,6.963639736,4.1998806,-15.71293354,2.058000088
9556,3,2,1,4,3,5.019338882,-18.59922269,10.77875042,19.26460089,-1.307207334,1.060680567,0.5337971163,16.6836338,-9.632300377,10.77875042,4.628511429,-17.1510067,2.378000021
9556,3,3,1,6,5,6.072549974,-21.42047096,13.29195595,22.26460059,-1.294551668,1.03258598,0.5662503092,19.28170967,-11.13230038,13.29195595,5.663426399,-19.97731781,1.482499957
9556,3,1,2,1,2,14.74517844,-0.7570562401,-4.532166481,14.76460027,-0.051297587,1.868627682,-0.3023347009,12.78651905,-7.3822999,-4.532166481,16.24315071,-0.8339660764,2.058000088
9556,3,2,2,4,3,19.25674895,-0.5499703126,-4.187918186,19.26460089,-0.02855211211,1.784855101,-0.2157124899,16.6836338,-9.632300377,-4.187918186,17.7572937,-0.5071460605,2.378000021
9556,3,3,2,6,5,22.26368497,0.2019180929,-3.953247547,22.26460059,0.009069143641,1.746522447,-0.176637559,19.28170967,-11.13230038,-3.953247547,20.76370811,0.1883142143,1.482499957
9556,2,1,3,1,2,7.494757055,12.72092858,7.471076965,14.7645998,1.038380014,1.10235003,0.4865833882,1.421085493e-15,14.7645998,7.471076965,8.256149292,14.01324749,2.058000088
9556,2,2,3,4,3,9.550698628,16.7304811,11.58283043,19.26460075,1.05208181,1.029458626,0.56989599,0,19.26460075,11.58283043,8.807019234,15.42773724,2.378000021
9556,2,3,3,6,5,10.68342081,19.53399515,14.17611504,22.26460075,1.07032528,1.003819945,0.6000483897,1.421085493e-15,22.26460075,14.17611504,9.963657379,18.21795082,1.482499957
9557,2,1,1,1,2,10.72329488,10.14910608,-8.30700016,14.7645998,0.7578956245,2.083284194,-0.5365170867,1.421085493e-15,14.7645998,-8.30700016,11.81271076,11.18018818,2.058000088
9557,2,2,1,4,3,13.94537514,13.29102533,-9.850105286,19.26460075,0.7613779569,2.043447745,-0.4913012541,0,19.26460075,-9.850105286,12.85948658,12.25608921,2.378000021
9557,2,3,1,6,5,15.97749831,15.50586967,-10.87950039,22.26460075,0.7704190365,2.025319269,-0.4710331979,0,22.26460075,-10.87950039,14.90101624,14.46116352,1.482499957
9557,2,1,2,1,2,4.975536375,13.9009872,-1.291749954,14.7645998,1.227077265,1.658063788,-0.08737843793,1.421085493e-15,14.7645998,-1.291749954,5.481016159,15.31323051,2.058000088
9557,2,2,2,4,3,6.498616712,18.13540248,-0.6653333306,19.26460075,1.226712214,1.60531918,-0.03452971305,0,19.26460075,-0.6653333306,5.992614269,16.72332382,2.378000021
9557,2,3,2,6,5,7.119179726,21.09572769,-0.2378461659,22.26460075,1.245327212,1.581478626,-0.01068250201,-1.421085493e-15,22.26460075,-0.2378461659,6.639529228,19.67441559,1.482499957
9557,3,1,3,1,2,14.58143615,2.318435033,1.876799941,14.76460027,0.1576791807,1.444359564,0.1267749907,12.78651905,-7.3822999,1.876799941,16.06280327,2.553971052,2.058000088
9557,3,2,3,4,3,18.99627605,3.204113572,3.474782467,19.26460089,0.1670978295,1.392343696,0.1794073893,16.6836338,-9.632300377,3.474782467,17.51711464,2.954622507,2.378000021
9557,3,3,3,6,5,21.86657183,4.191118703,4.504611015,22.26460059,0.1893711867,1.371169399,0.2009661782,19.28170967,-11.13230038,4.504611015,20.39338303,3.908755779,1.482499957
9558,2,1,-1,1,2,9.906967666,10.94739233,-2.978579521,14.7645998,0.8352468638,1.769862395,-0.2003939868,-5.104478973e-08,14.7645998,-2.978579521,10.91329479,12.05940342,2.058000088
9558,2,2,-1,4,3,12.019168,15.0553792,-3.302189589,19.26460075,0.8970742183,1.740558797,-0.1705838006,7.010770986e-08,19.26460075,-3.302189589,11.08315754,13.88291931,2.377999783
9558,2,3,-1,6,5,11.46167961,19.08775386,-3.485773563,22.26460075,1.030029152,1.726096879,-0.1559286065,-8.280888437e-07,22.26460075,-3.485773563,10.68939018,17.80161858,1.482499719
9558,3,1,1,1,2,11.75753141,-8.930502587,6.209327698,14.76460027,-0.6495888984,1.17269658,0.409051934,12.78651905,-7.3822999,6.209327698,12.95200539,-9.837772369,2.058000088
9558,3,2,1,4,3,15.40119339,-11.57273042,8.192217827,19.26460089,-0.6444078655,1.168716307,0.4133735019,16.6836338,-9.632300377,8.192217827,14.20197773,-10.67161846,2.378000021
9558,3,3,1,6,5,18.03284983,-13.05866634,9.557833672,22.26460059,-0.6267572985,1.165302815,0.4170855177,19.28170967,-11.13230038,9.557833672,16.81787872,-12.17883301,1.482499957
9558,1,1,2,1,2,-13.66888616,-5.581663939,6.812300205,14.76460027,-2.753910403,1.138507526,0.4464179965,-12.78651905,-7.3822999,6.812300205,-15.05747986,-6.148693562,2.058000088
9558,1,2,2,4,3,-17.65173466,-7.716288674,8.968575478,19.26460089,-2.72948397,1.135089067,0.4501857604,-16.6836338,-9.632300377,8.968575478,-16.27723122,-7.115437508,2.378000021
9558,1,3,2,6,5,-20.07479034,-9.62887493,10.47299957,22.26460059,-2.694357107,1.131117739,0.4545704262,-19.28170967,-11.13230038,10.47299957,-18.72227669,-8.98014164,1.482499957
9559,3,1,1,1,2,14.515082,-2.70292726,-7.879833221,14.76460027,-0.1841063874,2.061037287,-0.5111471003,12.78651905,-7.3822999,-7.879833221,15.9896946,-2.977522373,2.058000088
9559,3,2,1,4,3,18.95882723,-3.41873038,-10.82408047,19.26460089,-0.178406692,2.082702315,-0.5358495413,16.6836338,-9.632300377,-10.82408047,17.48256493,-3.152524948,2.378000021
9559,3,3,1,6,5,21.93748193,-3.802542045,-12.89817619,22.26460059,-0.1716300677,2.095866022,-0.5510053377,19.28170967,-11.13230038,-12.89817619,20.45950699,-3.546356678,1.482499957
9559,3,1,2,1,2,13.9345839,4.880654959,15.64900017,14.76460027,0.3369017986,0.7563272633,0.9231014861,12.78651905,-7.3822999,15.64900017,15.35021973,5.376488209,2.058000088
9559,3,2,2,4,3,18.11002739,6.568999562,19.9034996,19.26460089,0.3479677869,0.7690878994,0.9046310061,16.6836338,-9.632300377,19.9034996,16.69987106,6.057497501,2.378000021
9559,3,3,2,6,5,20.83610137,7.846611951,22.85083961,22.26460059,0.3601615823,0.7724046953,0.8998700766,19.28170967,-11.13230038,22.85083961,19.4323082,7.317961216,1.482499957
9559,3,1,3,1,2,3.638826269,-14.30917065,-2.377500057,14.76460027,-1.321774443,1.730452844,-0.1603391514,12.78651905,-7.3822999,-2.377500057,4.008493423,-15.76283455,2.058000088
9559,3,2,3,4,3,4.913295637,-18.62751657,-3.629548311,19.26460089,-1.312904474,1.757018457,-0.1873078792,16.6836338,-9.632300377,-3.629548311,4.530704498,-17.17701912,2.378000021
9559,3,3,3,6,5,5.896220961,-21.46967671,-4.472185612,22.26460059,-1.302773977,1.769023764,-0.1995385332,19.28170967,-11.13230038,-4.472185612,5.498977184,-20.02320862,1.482499957
9560,2,1,1,1,2,10.49086395,10.38918576,0.2473333329,14.7645998,0.7805285681,1.554046113,0.01675099697,1.421085493e-15,14.7645998,0.2473333329,11.55657482,11.44456768,2.058000088
9560,2,2,1,4,3,13.47995526,13.76283577,1.04974997,19.26460075,0.7957814734,1.516359029,0.05446420488,-1.421085493e-15,19.26460075,1.04974997,12.43032646,12.69118023,2.378000021
9560,2,3,1,6,5,15.17949981,16.28788606,1.597088218,22.26460075,0.8206069414,1.499186807,0.07167079974,0,22.26460075,1.597088218,14.15680504,15.19051552,1.482499957
9560,1,1,2,1,2,-13.86537548,-5.073931816,9.951590538,14.76460027,-2.790786249,0.9777223279,0.6312505289,-12.78651905,-7.3822999,9.951590538,-15.27394104,-5.589385986,2.058000088
9560,1,2,2,4,3,-18.06876792,-6.681651979,13.68927574,19.26460089,-2.787397349,0.9529968001,0.661322469,-16.6836338,-9.632300377,13.68927574,-16.66183662,-6.161382675,2.378000021
9560,1,3,2,6,5,-20.69153498,-8.220268831,16.31146812,22.26460059,-2.76343598,0.9385122111,0.6791842981,-19.28170967,-11.13230038,16.31146812,-19.29747009,-7.666439056,1.482499957
9560,2,1,3,1,2,6.215030975,13.392789,-0.9180000424,14.7645998,1.136313455,1.63289214,-0.06213575785,2.842170985e-15,14.7645998,-0.9180000424,6.846435547,14.75340462,2.058000088
9560,2,2,3,4,3,7.661377141,17.67563698,-0.4473157823,19.26460075,1.161796362,1.594011727,-0.02321748594,0,19.26460075,-0.4473157823,7.064787865,16.29924011,2.378000021
9560,2,3,3,6,5,7.606046982,20.92511639,-0.1242500097,22.26460075,1.222155595,1.576376877,-0.00558057906,0,22.26460075,-0.1242500097,7.093598843,19.51531219,1.482499957
9561,2,2,1,4,3,-12.56708188,14.60114021,-14.61999989,19.26460075,2.281464885,2.219972253,-0.7002558796,1.421085493e-15,19.26460075,-14.61999989,-11.58855057,13.46422768,2.378000021
9561,2,3,1,6,5,-15.00615337,16.44772957,-15.82596779,22.26460075,2.310395117,2.188742538,-0.6615024248,1.421085493e-15,22.26460075,-15.82596779,-13.99515343,15.33960724,1.482499957
9561,2,1,2,1,2,9.510119274,11.29384959,-1.797301888,14.7645998,0.8709288898,1.691930821,-0.1214318318,2.842170985e-15,14.7645998,-1.797301888,10.47627068,12.44121361,2.058000088
9561,2,2,2,4,3,12.05532091,15.02644602,-0.239199996,19.26460075,0.8946705815,1.583212245,-0.01241623708,0,19.26460075,-0.239199996,11.11662197,13.85639763,2.378000021
9561,2,3,2,6,5,13.35738051,17.81271547,0.8195000887,22.26460075,0.9273726896,1.534005624,0.03679900531,1.421085493e-15,22.26460075,0.8195000887,12.45739651,16.61254311,1.482499957
9561,3,1,3,1,2,11.31083067,-9.489917325,10.37065029,14.76460027,-0.6980799976,0.9584616637,0.6546313404,12.78651905,-7.3822999,10.37065029,12.45984745,-10.45395565,2.058000088
9561,3,2,3,4,3,14.90903935,-12.20022103,15.7111187,19.26460089,-0.6858064905,0.8866492811,0.744759675,16.6836338,-9.632300377,15.7111187,13.74810505,-11.25021648,2.378000021
9561,3,3,3,6,5,17.61968038,-13.61099933,19.30234337,22.26460059,-0.6577390441,0.856542621,0.7841000127,19.28170967,-11.13230038,19.30234337,16.43258286,-12.69398022,1.482499957
9562,2,1,1,1,2,5.51692588,13.69514279,-6.99255991,14.7645998,1.187845672,2.013104283,-0.4574779657,1.421085493e-15,14.7645998,-6.99255991,6.077357769,15.08635139,2.058000088
9562,2,2,1,4,3,6.33059072,18.19473724,-8.503534317,19.26460075,1.235962098,1.98648158,-0.428201191,0,19.26460075,-8.503534317,5.837576866,16.77776718,2.378000021
9562,1,1,2,1,2,-14.38812016,3.31291709,-4.141928673,14.76460027,2.915283379,1.844297395,-0.2769760287,-12.78651905,-7.3822999,-4.141928673,-15.84974384,3.649461269,2.058000088
9562,1,2,2,4,3,-18.87660517,3.846898071,-4.614999771,19.26460089,2.940553768,1.805923854,-0.237324463,-16.6836338,-9.632300377,-4.614999771,-17.40680695,3.547365189,2.378000021
9562,1,3,2,6,5,-21.98270304,3.531742685,-4.917500019,22.26460059,2.98229386,1.788172791,-0.2191089004,-19.28170967,-11.13230038,-4.917500019,-20.50160217,3.29378891,1.482499957
9562,2,1,3,1,2,10.34800823,10.53148294,-9.557700157,14.7645998,0.7941852542,2.145298569,-0.6089917958,5.684341971e-15,14.7645998,-9.557700157,11.39927387,11.60138798,2.058000088
9562,2,2,3,4,3,13.32484075,13.913068,-11.63092518,19.26460075,0.8069907105,2.11396567,-0.572034391,-2.842170985e-15,19.26460075,-11.63092518,12.28726387,12.82968712,2.378000021
9562,2,3,3,6,5,15.14393784,16.32095565,-13.10149956,22.26460075,0.8227880647,2.102676396,-0.5588916013,0,22.26460075,-13.10149956,14.12362862,15.2213459,1.482499957
9563,3,2,-1,4,3,19.19366101,-1.651733776,16.32805824,19.26460089,-0.08584471704,0.8677158897,0.769383245,16.6836338,-9.632300377,16.32805824,17.69909477,-1.523117065,2.377999783
9563,3,3,-1,6,5,22.19714369,-1.731834776,15.35520935,22.26460059,-0.07786288009,0.9670374851,0.6441827116,19.28170967,-11.13230038,15.35520935,20.70165634,-1.615155935,1.482499719
9563,3,1,1,1,2,13.98470374,-4.735132781,4.117499828,14.76460027,-0.3264774023,1.298829762,0.2753826293,12.78651905,-7.3822999,4.117499828,15.40540886,-5.216174603,2.058000088
9563,3,2,1,4,3,18.34393317,-5.884298032,7.268000126,19.26460089,-0.3104069283,1.210035,0.3688514215,16.6836338,-9.632300377,7.268000126,16.91553307,-5.426101208,2.378000021
9563,3,3,1,6,5,21.4864312,-5.834870517,9.384835243,22.26460059,-0.2651659275,1.171882268,0.409935479,19.28170967,-11.13230038,9.384835243,20.03879738,-5.44175005,1.482499957
9563,2,1,2,1,2,-6.792992522,13.10910599,1.162201405,14.7645998,2.048888907,1.4922429,0.07863433927,4.263256584e-15,14.7645998,1.162201405,-7.483046532,14.4407711,2.058000088
9563,2,2,2,4,3,-9.559232342,16.72560669,3.436038971,19.26460075,2.090020988,1.394292133,0.1774278579,-1.421085493e-15,19.26460075,3.436038971,-8.814781189,15.4230547,2.378000021
9563,2,3,2,6,5,-12.5284099,18.40520014,5.014139175,22.26460075,2.168451129,1.349285071,0.2233452892,1.421085493e-15,22.26460075,5.014139175,-11.68425369,17.16506958,1.482499957
9563,2,1,3,1,2,7.627098264,12.64202434,5.150653839,14.7645998,1.02794432,1.235144973,0.3421374071,1.421085493e-15,14.7645998,5.150653839,8.401926041,13.92631245,2.058000088
9563,2,2,3,4,3,9.836720915,16.5639296,8.698200226,19.26460075,1.034900833,1.146685654,0.4374281895,1.421085493e-15,19.26460075,8.698200226,9.070768356,15.2741518,2.378000021
9563,2,3,3,6,5,11.23006107,19.22493628,11.051548,22.26460075,1.042119961,1.110054477,0.4779654403,-1.421085493e-15,22.26460075,11.051548,10.47345734,17.92969322,1.482499957
9564,1,1,1,1,2,-2.681270581,-14.51909809,-9.78836441,14.76460027,-1.753410909,2.156229561,-0.6220597584,-12.78651905,-7.3822999,-9.78836441,-2.95366168,-15.99409771,2.058000088
9564,1,2,1,4,3,-3.360321492,-18.96926691,-11.43782902,19.26460089,-1.746123041,2.10658731,-0.5634346283,-16.6836338,-9.632300377,-11.43782902,-3.098671198,-17.49223137,2.378000021
9564,1,3,1,6,5,-3.668745554,-21.96025377,-12.50890446,22.26460059,-1.736330587,2.082676131,-0.5358195068,-19.28170967,-11.13230038,-12.50890446,-3.421565533,-20.48069191,1.482499957
